,Month,Hour,Day Type,Load [kWh]
2124,3,13,5,147.06
2125,3,14,5,158.27
2126,3,15,5,172.72
2127,3,16,5,199.35
2128,3,17,5,165.32
2129,3,18,5,130.1
2130,3,19,5,119.46000000000001
2131,3,20,5,116.24
2132,3,21,5,110.63
2133,3,22,5,18.32
2134,3,23,5,19.55
2135,3,24,5,15.28
2136,3,1,6,14.61
2137,3,2,6,14.01
2138,3,3,6,14.09
2139,3,4,6,14.16
2140,3,5,6,12.65
2141,3,6,6,89.4
2142,3,7,6,106.47
2143,3,8,6,139.81
2144,3,9,6,140.3
2145,3,10,6,151.84
2146,3,11,6,164.75
2147,3,12,6,177.52
2148,3,13,6,183.13
2149,3,14,6,181.1
2150,3,15,6,179.22
2151,3,16,6,180.61
2152,3,17,6,159.3
2153,3,18,6,123.66
2154,3,19,6,115.97
2155,3,20,6,111.01
2156,3,21,6,103.22
2157,3,22,6,18.919999999999998
2158,3,23,6,18.580000000000002
2159,3,24,6,13.66
2160,4,1,7,10.63
2161,4,2,7,10.08
2162,4,3,7,9.18
2163,4,4,7,10.08
2164,4,5,7,9.67
2165,4,6,7,34.57
2166,4,7,7,43.31
2167,4,8,7,52.11
2168,4,9,7,55.97
2169,4,10,7,55.64
2170,4,11,7,56.84
2171,4,12,7,55.92
2172,4,13,7,58.76
2173,4,14,7,60.42
2174,4,15,7,64.38
2175,4,16,7,66.4
2176,4,17,7,60.690000000000005
2177,4,18,7,12.63
2178,4,19,7,9.01
2179,4,20,7,8.87
2180,4,21,7,8.03
2181,4,22,7,9.15
2182,4,23,7,10.28
2183,4,24,7,9.74
2184,4,1,1,9.79
2185,4,2,1,9.84
2186,4,3,1,10.25
2187,4,4,1,10.75
2188,4,5,1,11.6
2189,4,6,1,14.739999999999998
2190,4,7,1,14.479999999999999
2191,4,8,1,14.7
2192,4,9,1,13.94
2193,4,10,1,14.1
2194,4,11,1,12.91
2195,4,12,1,11.709999999999999
2196,4,13,1,13.5
2197,4,14,1,12.32
2198,4,15,1,12.82
2199,4,16,1,13.1
2200,4,17,1,13.549999999999999
2201,4,18,1,10.03
2202,4,19,1,8.75
2203,4,20,1,9.42
2204,4,21,1,9.84
2205,4,22,1,9.49
2206,4,23,1,9.95
2207,4,24,1,10.03
2208,4,1,2,12.15
2209,4,2,2,12.2
2210,4,3,2,12.92
2211,4,4,2,12.87
2212,4,5,2,13.05
2213,4,6,2,15.899999999999999
2214,4,7,2,29.119999999999997
2215,4,8,2,59.89
2216,4,9,2,63.13
2217,4,10,2,68.91
2218,4,11,2,91.19
2219,4,12,2,95.17
2220,4,13,2,100.21000000000001
2221,4,14,2,97.39
2222,4,15,2,107.37
2223,4,16,2,110.75
2224,4,17,2,91.22999999999999
2225,4,18,2,58.89
2226,4,19,2,48.9
2227,4,20,2,41.23
2228,4,21,2,33.44
2229,4,22,2,15.719999999999999
2230,4,23,2,14.399999999999999
2231,4,24,2,10.55
2232,4,1,3,12.69
2233,4,2,3,14.06
2234,4,3,3,14.25
2235,4,4,3,14.3
2236,4,5,3,13.22
2237,4,6,3,19.02
2238,4,7,3,39.83
2239,4,8,3,88.83
2240,4,9,3,112.25
2241,4,10,3,125.55000000000001
2242,4,11,3,139.29
2243,4,12,3,146.19
2244,4,13,3,152.7
2245,4,14,3,141.9
2246,4,15,3,145.24
2247,4,16,3,152.42
2248,4,17,3,135.02999999999997
2249,4,18,3,104.08
2250,4,19,3,94.14
2251,4,20,3,92.35000000000001
2252,4,21,3,89.59
2253,4,22,3,15.52
2254,4,23,3,14.41
2255,4,24,3,12.78
2256,4,1,4,13.53
2257,4,2,4,14.15
2258,4,3,4,15.05
2259,4,4,4,15.46
2260,4,5,4,15.46
2261,4,6,4,86.01
2262,4,7,4,103.12
2263,4,8,4,152.98
2264,4,9,4,156.42000000000002
2265,4,10,4,162.63
2266,4,11,4,178.7
2267,4,12,4,190.44
2268,4,13,4,198.31
2269,4,14,4,201.6
2270,4,15,4,211.15
2271,4,16,4,223.37
2272,4,17,4,194.79999999999998
2273,4,18,4,145.26
2274,4,19,4,126.88
2275,4,20,4,126.92999999999999
2276,4,21,4,119.34
2277,4,22,4,15.12
2278,4,23,4,16.67
2279,4,24,4,12.27
2280,4,1,5,12.84
2281,4,2,5,11.49
2282,4,3,5,10.52
2283,4,4,5,12.27
2284,4,5,5,13.22
2285,4,6,5,77.96000000000001
2286,4,7,5,95.79
2287,4,8,5,140.73000000000002
2288,4,9,5,150.0
2289,4,10,5,150.38
2290,4,11,5,164.61
2291,4,12,5,166.78
2292,4,13,5,185.69
2293,4,14,5,186.33
2294,4,15,5,196.99
2295,4,16,5,205.97
2296,4,17,5,169.17
2297,4,18,5,130.62
2298,4,19,5,122.0
2299,4,20,5,122.34
2300,4,21,5,118.02
2301,4,22,5,18.07
2302,4,23,5,16.84
2303,4,24,5,13.54
2304,4,1,6,13.17
2305,4,2,6,11.85
2306,4,3,6,10.57
2307,4,4,6,11.86
2308,4,5,6,11.68
2309,4,6,6,90.54
2310,4,7,6,111.37
2311,4,8,6,154.41
2312,4,9,6,153.11
2313,4,10,6,164.94
2314,4,11,6,184.24
2315,4,12,6,193.88
2316,4,13,6,207.43
2317,4,14,6,216.07
2318,4,15,6,229.51
2319,4,16,6,244.62
2320,4,17,6,211.11
2321,4,18,6,153.44
2322,4,19,6,139.26
2323,4,20,6,141.17
2324,4,21,6,139.46
2325,4,22,6,17.869999999999997
2326,4,23,6,16.89
2327,4,24,6,12.93
2328,4,1,7,8.58
2329,4,2,7,8.43
2330,4,3,7,9.97
2331,4,4,7,9.15
2332,4,5,7,10.07
2333,4,6,7,135.55
2334,4,7,7,132.35000000000002
2335,4,8,7,132.82
2336,4,9,7,143.57999999999998
2337,4,10,7,145.14999999999998
2338,4,11,7,157.55
2339,4,12,7,154.78
2340,4,13,7,155.08
2341,4,14,7,149.43
2342,4,15,7,149.07999999999998
2343,4,16,7,143.77999999999997
2344,4,17,7,131.88
2345,4,18,7,10.76
2346,4,19,7,8.11
2347,4,20,7,8.6
2348,4,21,7,8.49
2349,4,22,7,9.52
2350,4,23,7,8.66
2351,4,24,7,8.26
2352,4,1,1,9.02
2353,4,2,1,9.74
2354,4,3,1,9.08
2355,4,4,1,9.89
2356,4,5,1,9.85
2357,4,6,1,12.61
2358,4,7,1,18.85
2359,4,8,1,68.28
2360,4,9,1,69.48
2361,4,10,1,87.14
2362,4,11,1,76.92
2363,4,12,1,41.94
2364,4,13,1,79.9
2365,4,14,1,86.18
2366,4,15,1,60.400000000000006
2367,4,16,1,95.82000000000001
2368,4,17,1,93.47
2369,4,18,1,62.44
2370,4,19,1,43.6
2371,4,20,1,8.81
2372,4,21,1,9.31
2373,4,22,1,9.07
2374,4,23,1,9.24
2375,4,24,1,9.08
2376,4,1,2,10.97
2377,4,2,2,12.29
2378,4,3,2,12.7
2379,4,4,2,11.38
2380,4,5,2,12.19
2381,4,6,2,114.97
2382,4,7,2,129.26
2383,4,8,2,173.51999999999998
2384,4,9,2,176.53
2385,4,10,2,184.78000000000003
2386,4,11,2,203.39000000000001
2387,4,12,2,214.99
2388,4,13,2,229.27999999999997
2389,4,14,2,223.91
2390,4,15,2,228.93
2391,4,16,2,233.42999999999998
2392,4,17,2,196.37
2393,4,18,2,145.31
2394,4,19,2,134.57
2395,4,20,2,132.5
2396,4,21,2,128.5
2397,4,22,2,16.939999999999998
2398,4,23,2,17.860000000000003
2399,4,24,2,12.83
2400,4,1,3,13.43
2401,4,2,3,14.65
2402,4,3,3,13.12
2403,4,4,3,12.04
2404,4,5,3,11.91
2405,4,6,3,114.97
2406,4,7,3,126.83
2407,4,8,3,169.78
2408,4,9,3,175.24
2409,4,10,3,188.60999999999999
2410,4,11,3,202.60999999999999
2411,4,12,3,216.31
2412,4,13,3,228.76
2413,4,14,3,226.89
2414,4,15,3,240.75
2415,4,16,3,249.74
2416,4,17,3,213.04999999999998
2417,4,18,3,152.6
2418,4,19,3,134.84
2419,4,20,3,133.15
2420,4,21,3,129.6
2421,4,22,3,16.47
2422,4,23,3,15.43
2423,4,24,3,12.83
2424,4,1,4,12.88
2425,4,2,4,11.89
2426,4,3,4,13.62
2427,4,4,4,13.47
2428,4,5,4,14.63
2429,4,6,4,104.30000000000001
2430,4,7,4,119.43
2431,4,8,4,167.32
2432,4,9,4,177.66
2433,4,10,4,190.45999999999998
2434,4,11,4,214.01999999999998
2435,4,12,4,211.34
2436,4,13,4,217.57
2437,4,14,4,204.39
2438,4,15,4,204.63
2439,4,16,4,210.87
2440,4,17,4,167.16
2441,4,18,4,124.55
2442,4,19,4,114.07
2443,4,20,4,113.53
2444,4,21,4,109.38
2445,4,22,4,18.169999999999998
2446,4,23,4,17.36
2447,4,24,4,11.94
2448,4,1,5,11.12
2449,4,2,5,10.42
2450,4,3,5,12.36
2451,4,4,5,12.14
2452,4,5,5,11.37
2453,4,6,5,70.16
2454,4,7,5,88.82
2455,4,8,5,133.25
2456,4,9,5,132.15
2457,4,10,5,130.95
2458,4,11,5,141.62
2459,4,12,5,153.82999999999998
2460,4,13,5,169.43
2461,4,14,5,172.28
2462,4,15,5,189.15
2463,4,16,5,202.11
2464,4,17,5,164.98
2465,4,18,5,128.13
2466,4,19,5,116.28
2467,4,20,5,114.49
2468,4,21,5,110.92
2469,4,22,5,18.41
2470,4,23,5,19.439999999999998
2471,4,24,5,15.46
2472,4,1,6,15.42
2473,4,2,6,14.62
2474,4,3,6,14.95
2475,4,4,6,13.99
2476,4,5,6,13.96
2477,4,6,6,80.37
2478,4,7,6,95.96000000000001
2479,4,8,6,141.3
2480,4,9,6,145.63
2481,4,10,6,148.92
2482,4,11,6,163.26
2483,4,12,6,172.14999999999998
2484,4,13,6,178.7
2485,4,14,6,175.27
2486,4,15,6,176.45999999999998
2487,4,16,6,178.99
2488,4,17,6,149.07
2489,4,18,6,114.95
2490,4,19,6,107.66999999999999
2491,4,20,6,105.22
2492,4,21,6,101.11999999999999
2493,4,22,6,18.08
2494,4,23,6,18.970000000000002
2495,4,24,6,15.46
2496,4,1,7,10.67
2497,4,2,7,10.88
2498,4,3,7,10.24
2499,4,4,7,9.33
2500,4,5,7,8.83
2501,4,6,7,91.25999999999999
2502,4,7,7,102.29
2503,4,8,7,103.38999999999999
2504,4,9,7,109.53
2505,4,10,7,113.23
2506,4,11,7,119.27
2507,4,12,7,110.53
2508,4,13,7,109.66
2509,4,14,7,107.38
2510,4,15,7,104.82000000000001
2511,4,16,7,111.71000000000001
2512,4,17,7,118.06
2513,4,18,7,13.0
2514,4,19,7,10.28
2515,4,20,7,9.14
2516,4,21,7,9.25
2517,4,22,7,8.99
2518,4,23,7,9.44
2519,4,24,7,8.61
2520,4,1,1,7.78
2521,4,2,1,8.43
2522,4,3,1,9.59
2523,4,4,1,9.94
2524,4,5,1,10.84
2525,4,6,1,12.98
2526,4,7,1,13.86
2527,4,8,1,12.49
2528,4,9,1,11.85
2529,4,10,1,11.53
2530,4,11,1,13.03
2531,4,12,1,12.81
2532,4,13,1,11.64
2533,4,14,1,12.819999999999999
2534,4,15,1,11.15
2535,4,16,1,10.549999999999999
2536,4,17,1,11.99
2537,4,18,1,8.34
2538,4,19,1,8.75
2539,4,20,1,8.47
2540,4,21,1,7.72
2541,4,22,1,8.56
2542,4,23,1,9.06
2543,4,24,1,8.86
2544,4,1,2,12.84
2545,4,2,2,13.66
2546,4,3,2,11.92
2547,4,4,2,11.31
2548,4,5,2,10.65
2549,4,6,2,101.62
2550,4,7,2,117.3
2551,4,8,2,156.83
2552,4,9,2,154.7
2553,4,10,2,146.58
2554,4,11,2,150.05
2555,4,12,2,157.39
2556,4,13,2,166.68
2557,4,14,2,158.63
2558,4,15,2,158.61
2559,4,16,2,170.07999999999998
2560,4,17,2,152.24
2561,4,18,2,127.68
2562,4,19,2,119.53
2563,4,20,2,111.30000000000001
2564,4,21,2,103.09
2565,4,22,2,15.53
2566,4,23,2,16.43
2567,4,24,2,11.96
2568,4,1,3,11.71
2569,4,2,3,13.3
2570,4,3,3,13.22
2571,4,4,3,11.59
2572,4,5,3,13.03
2573,4,6,3,37.82000000000001
2574,4,7,3,56.97
2575,4,8,3,98.78999999999999
2576,4,9,3,102.6
2577,4,10,3,119.72999999999999
2578,4,11,3,135.54000000000002
2579,4,12,3,151.16
2580,4,13,3,163.73
2581,4,14,3,158.12
2582,4,15,3,153.31
2583,4,16,3,158.26
2584,4,17,3,142.98
2585,4,18,3,108.46000000000001
2586,4,19,3,97.28
2587,4,20,3,95.69
2588,4,21,3,89.52
2589,4,22,3,18.220000000000002
2590,4,23,3,17.86
2591,4,24,3,14.87
2592,4,1,4,13.94
2593,4,2,4,12.58
2594,4,3,4,13.16
2595,4,4,4,13.79
2596,4,5,4,14.13
2597,4,6,4,18.709999999999997
2598,4,7,4,39.53
2599,4,8,4,88.55
2600,4,9,4,97.18
2601,4,10,4,103.08000000000001
2602,4,11,4,112.36
2603,4,12,4,122.86000000000001
2604,4,13,4,135.93
2605,4,14,4,131.32999999999998
2606,4,15,4,133.70999999999998
2607,4,16,4,142.07
2608,4,17,4,117.47
2609,4,18,4,85.23
2610,4,19,4,74.19
2611,4,20,4,71.23
2612,4,21,4,64.45
2613,4,22,4,15.91
2614,4,23,4,17.78
2615,4,24,4,13.3
2616,4,1,5,13.04
2617,4,2,5,14.31
2618,4,3,5,12.88
2619,4,4,5,11.68
2620,4,5,5,11.38
2621,4,6,5,14.530000000000001
2622,4,7,5,35.269999999999996
2623,4,8,5,84.0
2624,4,9,5,100.84
2625,4,10,5,112.19
2626,4,11,5,126.06
2627,4,12,5,135.68
2628,4,13,5,151.46
2629,4,14,5,150.93
2630,4,15,5,162.06
2631,4,16,5,173.17000000000002
2632,4,17,5,148.7
2633,4,18,5,112.92999999999999
2634,4,19,5,100.50999999999999
2635,4,20,5,99.82000000000001
2636,4,21,5,94.82000000000001
2637,4,22,5,19.6
2638,4,23,5,19.580000000000002
2639,4,24,5,15.36
2640,4,1,6,15.46
2641,4,2,6,15.24
2642,4,3,6,15.46
2643,4,4,6,15.46
2644,4,5,6,15.04
2645,4,6,6,29.75
2646,4,7,6,52.650000000000006
2647,4,8,6,106.82999999999998
2648,4,9,6,113.68
2649,4,10,6,120.6
2650,4,11,6,137.37
2651,4,12,6,151.65
2652,4,13,6,161.64
2653,4,14,6,160.59
2654,4,15,6,165.73
2655,4,16,6,174.32
2656,4,17,6,143.54
2657,4,18,6,112.03999999999999
2658,4,19,6,102.83
2659,4,20,6,99.18
2660,4,21,6,93.1
2661,4,22,6,15.879999999999999
2662,4,23,6,15.08
2663,4,24,6,12.99
2664,4,1,7,9.37
2665,4,2,7,9.65
2666,4,3,7,8.44
2667,4,4,7,8.01
2668,4,5,7,8.3
2669,4,6,7,33.88
2670,4,7,7,48.26
2671,4,8,7,70.11
2672,4,9,7,100.49
2673,4,10,7,107.27000000000001
2674,4,11,7,112.73
2675,4,12,7,109.97
2676,4,13,7,111.73
2677,4,14,7,108.51
2678,4,15,7,105.05
2679,4,16,7,105.27
2680,4,17,7,98.46
2681,4,18,7,33.06
2682,4,19,7,8.23
2683,4,20,7,8.93
2684,4,21,7,8.23
2685,4,22,7,8.56
2686,4,23,7,8.95
2687,4,24,7,8.86
2688,4,1,1,9.03
2689,4,2,1,9.37
2690,4,3,1,9.88
2691,4,4,1,9.5
2692,4,5,1,9.01
2693,4,6,1,10.28
2694,4,7,1,9.89
2695,4,8,1,26.05
2696,4,9,1,53.97
2697,4,10,1,58.93
2698,4,11,1,33.97
2699,4,12,1,13.950000000000001
2700,4,13,1,42.99
2701,4,14,1,51.58
2702,4,15,1,70.28
2703,4,16,1,82.28
2704,4,17,1,65.71000000000001
2705,4,18,1,70.53
2706,4,19,1,40.22
2707,4,20,1,9.89
2708,4,21,1,8.65
2709,4,22,1,9.7
2710,4,23,1,9.96
2711,4,24,1,9.03
2712,4,1,2,13.18
2713,4,2,2,12.43
2714,4,3,2,11.3
2715,4,4,2,12.94
2716,4,5,2,14.17
2717,4,6,2,38.58
2718,4,7,2,65.75
2719,4,8,2,121.62
2720,4,9,2,135.58
2721,4,10,2,147.66
2722,4,11,2,157.76
2723,4,12,2,166.71
2724,4,13,2,170.28
2725,4,14,2,161.49
2726,4,15,2,166.6
2727,4,16,2,172.83
2728,4,17,2,147.57999999999998
2729,4,18,2,120.38999999999999
2730,4,19,2,108.63999999999999
2731,4,20,2,107.72999999999999
2732,4,21,2,103.48
2733,4,22,2,19.65
2734,4,23,2,19.68
2735,4,24,2,14.13
2736,4,1,3,13.93
2737,4,2,3,13.97
2738,4,3,3,15.04
2739,4,4,3,13.48
2740,4,5,3,12.73
2741,4,6,3,58.03
2742,4,7,3,79.37
2743,4,8,3,135.34
2744,4,9,3,133.91
2745,4,10,3,142.09
2746,4,11,3,147.1
2747,4,12,3,150.32999999999998
2748,4,13,3,156.09
2749,4,14,3,156.17
2750,4,15,3,159.53
2751,4,16,3,168.36
2752,4,17,3,149.09
2753,4,18,3,111.72999999999999
2754,4,19,3,103.97999999999999
2755,4,20,3,101.36
2756,4,21,3,97.12
2757,4,22,3,15.17
2758,4,23,3,15.54
2759,4,24,3,10.97
2760,4,1,4,13.03
2761,4,2,4,13.44
2762,4,3,4,12.48
2763,4,4,4,12.04
2764,4,5,4,11.06
2765,4,6,4,44.61
2766,4,7,4,62.349999999999994
2767,4,8,4,107.78
2768,4,9,4,113.38999999999999
2769,4,10,4,114.97
2770,4,11,4,125.16999999999999
2771,4,12,4,143.89
2772,4,13,4,160.96
2773,4,14,4,165.44
2774,4,15,4,166.73000000000002
2775,4,16,4,182.56
2776,4,17,4,151.0
2777,4,18,4,118.69
2778,4,19,4,112.78
2779,4,20,4,110.52
2780,4,21,4,105.86
2781,4,22,4,16.43
2782,4,23,4,18.07
2783,4,24,4,12.93
2784,4,1,5,12.0
2785,4,2,5,10.98
2786,4,3,5,10.75
2787,4,4,5,10.76
2788,4,5,5,10.97
2789,4,6,5,103.92999999999999
2790,4,7,5,115.5
2791,4,8,5,150.65
2792,4,9,5,147.56
2793,4,10,5,150.68
2794,4,11,5,165.2
2795,4,12,5,179.08999999999997
2796,4,13,5,186.87
2797,4,14,5,194.54999999999998
2798,4,15,5,190.47
2799,4,16,5,195.57
2800,4,17,5,165.96999999999997
2801,4,18,5,128.7
2802,4,19,5,118.84
2803,4,20,5,118.14
2804,4,21,5,114.25999999999999
2805,4,22,5,14.94
2806,4,23,5,16.98
2807,4,24,5,14.33
2808,4,1,6,15.46
2809,4,2,6,15.46
2810,4,3,6,15.46
2811,4,4,6,14.65
2812,4,5,6,13.84
2813,4,6,6,102.28
2814,4,7,6,118.76
2815,4,8,6,162.74
2816,4,9,6,155.3
2817,4,10,6,158.25
2818,4,11,6,172.18
2819,4,12,6,173.05
2820,4,13,6,176.92000000000002
2821,4,14,6,177.99
2822,4,15,6,185.88
2823,4,16,6,194.55
2824,4,17,6,157.43
2825,4,18,6,126.71
2826,4,19,6,122.15
2827,4,20,6,119.86999999999999
2828,4,21,6,113.66
2829,4,22,6,16.75
2830,4,23,6,14.75
2831,4,24,6,12.33
2832,4,1,7,9.65
2833,4,2,7,10.19
2834,4,3,7,10.12
2835,4,4,7,8.91
2836,4,5,7,9.83
2837,4,6,7,94.56
2838,4,7,7,110.12
2839,4,8,7,113.66
2840,4,9,7,120.78
2841,4,10,7,118.96
2842,4,11,7,123.1
2843,4,12,7,115.39999999999999
2844,4,13,7,114.23
2845,4,14,7,116.13
2846,4,15,7,116.32000000000001
2847,4,16,7,118.85
2848,4,17,7,116.47
2849,4,18,7,15.1
2850,4,19,7,11.26
2851,4,20,7,11.15
2852,4,21,7,11.6
2853,4,22,7,11.56
2854,4,23,7,11.08
2855,4,24,7,10.06
2856,4,1,1,9.0
2857,4,2,1,8.71
2858,4,3,1,9.54
2859,4,4,1,9.4
2860,4,5,1,10.34
2861,4,6,1,13.9
2862,4,7,1,14.65
2863,4,8,1,14.07
2864,4,9,1,12.959999999999999
2865,4,10,1,11.29
2866,4,11,1,12.38
2867,4,12,1,11.5
2868,4,13,1,11.8
2869,4,14,1,13.09
2870,4,15,1,47.36
2871,4,16,1,73.33
2872,4,17,1,80.89
2873,4,18,1,47.150000000000006
2874,4,19,1,9.24
2875,4,20,1,8.59
2876,4,21,1,9.22
2877,4,22,1,10.32
2878,4,23,1,10.3
2879,4,24,1,10.89
2880,5,1,2,14.89
2881,5,2,2,15.46
2882,5,3,2,15.46
2883,5,4,2,15.46
2884,5,5,2,15.44
2885,5,6,2,113.93
2886,5,7,2,124.96
2887,5,8,2,161.14
2888,5,9,2,154.01999999999998
2889,5,10,2,149.71
2890,5,11,2,160.01999999999998
2891,5,12,2,165.29
2892,5,13,2,171.99
2893,5,14,2,176.26
2894,5,15,2,181.6
2895,5,16,2,187.12
2896,5,17,2,163.68
2897,5,18,2,135.24
2898,5,19,2,129.17
2899,5,20,2,125.78
2900,5,21,2,120.87
2901,5,22,2,17.110000000000003
2902,5,23,2,17.1
2903,5,24,2,12.32
2904,5,1,3,12.66
2905,5,2,3,14.0
2906,5,3,3,14.9
2907,5,4,3,14.25
2908,5,5,3,15.3
2909,5,6,3,135.09
2910,5,7,3,145.6
2911,5,8,3,183.44
2912,5,9,3,166.03
2913,5,10,3,167.66
2914,5,11,3,176.22
2915,5,12,3,189.75
2916,5,13,3,199.63
2917,5,14,3,195.19
2918,5,15,3,197.99
2919,5,16,3,199.75
2920,5,17,3,173.18
2921,5,18,3,138.05
2922,5,19,3,127.86999999999999
2923,5,20,3,126.32
2924,5,21,3,122.18
2925,5,22,3,16.9
2926,5,23,3,15.389999999999999
2927,5,24,3,12.43
2928,5,1,4,11.37
2929,5,2,4,11.46
2930,5,3,4,11.57
2931,5,4,4,12.96
2932,5,5,4,11.52
2933,5,6,4,104.03
2934,5,7,4,120.21
2935,5,8,4,173.81
2936,5,9,4,178.93
2937,5,10,4,191.95999999999998
2938,5,11,4,206.52
2939,5,12,4,213.38
2940,5,13,4,215.44
2941,5,14,4,220.68
2942,5,15,4,223.86
2943,5,16,4,236.29999999999998
2944,5,17,4,202.86
2945,5,18,4,146.66
2946,5,19,4,130.34
2947,5,20,4,129.71
2948,5,21,4,124.72
2949,5,22,4,15.45
2950,5,23,4,17.330000000000002
2951,5,24,4,14.89
2952,5,1,5,13.71
2953,5,2,5,13.55
2954,5,3,5,12.81
2955,5,4,5,12.0
2956,5,5,5,12.82
2957,5,6,5,140.62
2958,5,7,5,156.6
2959,5,8,5,203.24
2960,5,9,5,193.15
2961,5,10,5,197.62
2962,5,11,5,215.78
2963,5,12,5,230.57
2964,5,13,5,225.89999999999998
2965,5,14,5,223.14000000000001
2966,5,15,5,234.3
2967,5,16,5,235.51
2968,5,17,5,210.85
2969,5,18,5,158.91000000000003
2970,5,19,5,144.61
2971,5,20,5,142.76999999999998
2972,5,21,5,138.39000000000001
2973,5,22,5,17.19
2974,5,23,5,18.36
2975,5,24,5,13.28
2976,5,1,6,11.8
2977,5,2,6,12.07
2978,5,3,6,13.49
2979,5,4,6,11.89
2980,5,5,6,11.37
2981,5,6,6,113.6
2982,5,7,6,127.88
2983,5,8,6,179.16
2984,5,9,6,193.09
2985,5,10,6,195.39000000000001
2986,5,11,6,205.18
2987,5,12,6,212.14999999999998
2988,5,13,6,225.07999999999998
2989,5,14,6,223.48
2990,5,15,6,226.63000000000002
2991,5,16,6,243.18
2992,5,17,6,214.74
2993,5,18,6,161.8
2994,5,19,6,136.52
2995,5,20,6,134.21
2996,5,21,6,132.41
2997,5,22,6,15.120000000000001
2998,5,23,6,16.89
2999,5,24,6,13.32
3000,5,1,7,8.83
3001,5,2,7,8.65
3002,5,3,7,9.61
3003,5,4,7,9.95
3004,5,5,7,10.1
3005,5,6,7,114.94999999999999
3006,5,7,7,121.55
3007,5,8,7,137.1
3008,5,9,7,146.8
3009,5,10,7,146.43
3010,5,11,7,153.85
3011,5,12,7,147.72
3012,5,13,7,147.26999999999998
3013,5,14,7,149.82999999999998
3014,5,15,7,155.86
3015,5,16,7,160.91000000000003
3016,5,17,7,136.53
3017,5,18,7,95.3
3018,5,19,7,39.69
3019,5,20,7,9.92
3020,5,21,7,9.91
3021,5,22,7,9.22
3022,5,23,7,10.32
3023,5,24,7,10.06
3024,5,1,1,9.52
3025,5,2,1,10.08
3026,5,3,1,10.25
3027,5,4,1,10.0
3028,5,5,1,8.79
3029,5,6,1,12.430000000000001
3030,5,7,1,12.299999999999999
3031,5,8,1,74.7
3032,5,9,1,85.13000000000001
3033,5,10,1,74.92
3034,5,11,1,76.58
3035,5,12,1,51.43
3036,5,13,1,51.33
3037,5,14,1,51.129999999999995
3038,5,15,1,95.92
3039,5,16,1,89.05
3040,5,17,1,70.83
3041,5,18,1,70.5
3042,5,19,1,28.810000000000002
3043,5,20,1,10.88
3044,5,21,1,10.13
3045,5,22,1,9.06
3046,5,23,1,8.22
3047,5,24,1,9.14
3048,5,1,2,10.98
3049,5,2,2,10.24
3050,5,3,2,12.11
3051,5,4,2,11.05
3052,5,5,2,12.59
3053,5,6,2,118.78
3054,5,7,2,129.94
3055,5,8,2,178.32999999999998
3056,5,9,2,177.37
3057,5,10,2,182.22
3058,5,11,2,193.09
3059,5,12,2,197.27999999999997
3060,5,13,2,205.09
3061,5,14,2,198.28
3062,5,15,2,198.07
3063,5,16,2,203.57
3064,5,17,2,177.49
3065,5,18,2,144.02
3066,5,19,2,135.2
3067,5,20,2,130.75
3068,5,21,2,126.57
3069,5,22,2,17.240000000000002
3070,5,23,2,15.709999999999999
3071,5,24,2,11.97
3072,5,1,3,12.94
3073,5,2,3,12.93
3074,5,3,3,11.63
3075,5,4,3,11.5
3076,5,5,3,13.32
3077,5,6,3,85.11
3078,5,7,3,110.56
3079,5,8,3,162.0
3080,5,9,3,162.01
3081,5,10,3,157.67000000000002
3082,5,11,3,167.79000000000002
3083,5,12,3,168.47
3084,5,13,3,173.17
3085,5,14,3,171.28
3086,5,15,3,181.22000000000003
3087,5,16,3,187.67
3088,5,17,3,156.6
3089,5,18,3,120.69
3090,5,19,3,112.21000000000001
3091,5,20,3,106.66999999999999
3092,5,21,3,101.19
3093,5,22,3,15.0
3094,5,23,3,13.989999999999998
3095,5,24,3,12.33
3096,5,1,4,12.52
3097,5,2,4,12.78
3098,5,3,4,14.0
3099,5,4,4,14.03
3100,5,5,4,12.7
3101,5,6,4,64.42
3102,5,7,4,92.97999999999999
3103,5,8,4,148.32999999999998
3104,5,9,4,138.20999999999998
3105,5,10,4,148.87
3106,5,11,4,160.61
3107,5,12,4,159.45
3108,5,13,4,166.72
3109,5,14,4,167.61
3110,5,15,4,173.45
3111,5,16,4,179.34
3112,5,17,4,145.79999999999998
3113,5,18,4,118.92
3114,5,19,4,109.06
3115,5,20,4,107.54
3116,5,21,4,104.25999999999999
3117,5,22,4,15.19
3118,5,23,4,15.79
3119,5,24,4,13.64
3120,5,1,5,12.18
3121,5,2,5,12.27
3122,5,3,5,13.25
3123,5,4,5,13.39
3124,5,5,5,13.38
3125,5,6,5,103.05
3126,5,7,5,120.58
3127,5,8,5,172.82999999999998
3128,5,9,5,180.82999999999998
3129,5,10,5,189.95999999999998
3130,5,11,5,206.1
3131,5,12,5,204.88
3132,5,13,5,204.61
3133,5,14,5,188.04000000000002
3134,5,15,5,183.51999999999998
3135,5,16,5,189.24
3136,5,17,5,157.54
3137,5,18,5,127.77000000000001
3138,5,19,5,119.08
3139,5,20,5,114.21
3140,5,21,5,104.84
3141,5,22,5,15.030000000000001
3142,5,23,5,14.780000000000001
3143,5,24,5,10.65
3144,5,1,6,11.26
3145,5,2,6,10.49
3146,5,3,6,10.44
3147,5,4,6,11.22
3148,5,5,6,13.25
3149,5,6,6,47.86
